BIRTH_DATE,FIRST_ENTERED_US,FIRST_NAME,GENDER,LAST_NAME,MIDDLE_NAME,SSID,STUDENT_ID,id
2/4/2268,12-FEB-02 12.00.00.000000000 AM,Krissi,n,Klopfenstein,Ruckus,0x3b1b505c0x7636a0b8,793964,74514
1/15/2934,12-OCT-00 12.00.00.000000000 AM,Mohokoi,f,Edmondson,DeWayne,0x7e016900xfc02d20,589486,35151
6/26/1691,17-DEC-01 12.00.00.000000000 AM,Rilee,m,Belzunce,Stokes,0x339c5dda0x6738bbb4,351821,100392
6/17/1587,09-JAN-04 12.00.00.000000000 AM,Trig,f,Prawitt,Niveli,0x2203ec760x4407d8ec,878184,21066
9/25/2521,30-AUG-09 12.00.00.000000000 AM,Yassminah Khatuh,n,Madalena,Kelly Jacob,0xb7974bd0x16f2e97a,915899,105268
2/18/1310,31-JAN-04 12.00.00.000000000 AM,Binisha,f,Bruce,Orion Dov,0x7dee5300xfbdca60,947379,9187
2/20/1672,28-SEP-15 12.00.00.000000000 AM,Mierin,m,Cordier,Mari Nuvawuchich,0x166c0ec90x2cd81d92,878253,127562
4/7/1204,28-FEB-13 12.00.00.000000000 AM,Bricken,m,MICHAELSON,James,0x17996e1c0x2f32dc38,388601,578
5/10/2158,14-JUN-96 12.00.00.000000000 AM,Jairus,f,Schmauss,Malek,0x2baaa2890x57554512,939907,146338
8/27/1510,12-OCT-00 12.00.00.000000000 AM,Rydek,f,Murrietta,Ki Vahanoa,0x181cd9940x3039b328,933999104,5355
7/14/2490,04-SEP-14 12.00.00.000000000 AM,Oscar Xavier,n,Shrock,Kohena,0x2dfe273a0x5bfc4e74,193712563,17049
8/12/2014,20-MAY-13 12.00.00.000000000 AM,Kayleah,m,Sims,Scott John,0x2d798dbd0x5af31b7a,888578,115808
6/2/2057,30-JUN-02 12.00.00.000000000 AM,Vladimir,f,Marry,Walker,0x230629d90x460c53b2,669222777,93537
6/8/1571,31-MAY-94 12.00.00.000000000 AM,Numonuma,m,Downes,Izabelle,0x1370acc80x26e15990,510831,148717
10/21/1885,16-MAR-15 12.00.00.000000000 AM,Choice,f,Lopez Larin,Lee Vaculin,0xc820da50x19041b4a,584835,55482
2/11/2323,24-FEB-14 12.00.00.000000000 AM,Tehiry,f,Rodriguez Valle,Amilcar,0x34e66a870x69ccd50e,675127,70519
8/6/2875,23-MAR-15 12.00.00.000000000 AM,Melila,m,Merritt,Lucia,0x17610cf50x2ec219ea,403918,142763
10/27/2099,05-APR-10 12.00.00.000000000 AM,Brookie,m,Vanderkooi,B Love,0x21e2afec0x43c55fd8,765701,29736
4/10/1293,15-AUG-02 12.00.00.000000000 AM,Soraia,m,Rife,Avalee,0x1b1a1a040x36343408,814192,66517
2/20/1216,03-SEP-03 12.00.00.000000000 AM,Makaaya,f,Miller-Moylan,Kierra,0x2506a8840x4a0d5108,665497,17016
5/18/2294,01-SEP-89 12.00.00.000000000 AM,Sabriel,f,Leeflang,Morton,0x221ebd420x443d7a84,690672,80818
3/14/1680,30-APR-98 12.00.00.000000000 AM,Skylor,f,Feregrino,Jeyhun,0x115ba8250x22b7504a,582269,63491
3/16/2083,01-APR-16 12.00.00.000000000 AM,Soureya,f,Arona,Clifton,0x1ef1e5c90x3de3cb92,276248,109679
9/15/2116,28-JUL-04 12.00.00.000000000 AM,Alcea,f,Hignight,Alan Watson,0xe34ed680x1c69dad0,636963,9204
8/16/2855,10-JUL-04 12.00.00.000000000 AM,Scout,n,Pinder,Tommie,0x3a5a8f810x74b51f02,828547675,96351
8/9/1973,29-SEP-08 12.00.00.000000000 AM,Brackett,m,Toaiva,Aaric,0x100d4c380x201a9870,542053,147713
8/11/2070,25-JAN-12 12.00.00.000000000 AM,Foxx,m,Ballow,Pita,0x2ba37ff60x5746ffec,700983,120753
4/24/2356,08-JUN-04 12.00.00.000000000 AM,Jahziel,f,Barahona,Jeremih,0x26441ca90x4c883952,390166,103316
9/11/2815,07-JUL-90 12.00.00.000000000 AM,Laeken,n,Montigny,Eunice,0xc2519270x184a324e,974331866,87551
11/6/2941,01-APR-98 12.00.00.000000000 AM,Jaylyne,n,Paniagua,Naveah,0x2cc223c20x59844784,678674,130710
10/5/2121,20-SEP-95 12.00.00.000000000 AM,Rambo,f,Mehreh,LaNay,0x37ed743a0x6fdae874,948584,34095
3/4/2179,28-JUL-97 12.00.00.000000000 AM,Emary,m,CHATWIN,Darla,0x227def380x44fbde70,853694,55456
1/15/2222,02-AUG-04 12.00.00.000000000 AM,BrynnRose,f,Montufar,Kenji,0x81e655f0x103ccabe,538562,25385
1/11/1334,20-JAN-04 12.00.00.000000000 AM,Juleal,m,Swoyer,Owen Marcel,0x9b1e7130x1363ce26,354180,19972
4/16/2170,13-AUG-16 12.00.00.000000000 AM,Sharlett,m,Distefano,Cabell,0x1b0f3fdf0x361e7fbe,379021,14170
10/22/2823,01-AUG-10 12.00.00.000000000 AM,Ahijah,f,Hollister,Ruebel,0x2e8c3d090x5d187a12,476701,37163
5/14/1481,20-AUG-04 12.00.00.000000000 AM,Zoiey,n,Abuatid,Sicily,0x3a28beea0x74517dd4,824810,98328
3/21/2343,31-AUG-02 12.00.00.000000000 AM,Mary-Kathryn,n,Sheldon,Jeremy Michael,0x1f7052ff0x3ee0a5fe,463918,10967
4/16/1716,30-MAY-92 12.00.00.000000000 AM,Ayari,m,Spitza,Kristjan,0x36d8fc080x6db1f810,286679324,89616
9/12/1214,28-SEP-08 12.00.00.000000000 AM,Brikton,m,Preece,Macoi,0x8910b700x112216e0,427573,52362
5/11/2729,09-AUG-16 12.00.00.000000000 AM,Sia,m,Stroup,Lindsy,0x2dc01df90x5b803bf2,732739,137808
1/4/1613,04-SEP-03 12.00.00.000000000 AM,Taleia,f,Dever,Haupert,0x36b0f0390x6d61e072,109641575,65338
9/10/1843,02-MAR-15 12.00.00.000000000 AM,Maclan,m,Moyal,Hennessey,0x189cae7f0x31395cfe,426265759,132230
11/17/1884,18-MAR-15 12.00.00.000000000 AM,Callum,f,Pixton,Palermo,0x38e633870x71cc670e,421129,10768
10/10/1705,21-JAN-03 12.00.00.000000000 AM,Kaeldon,m,Santillana,Isela,0x14027f370x2804fe6e,765598744,24334
2/15/1272,30-APR-93 12.00.00.000000000 AM,Marriner,f,Ellett,Narali,0x2e96b28c0x5d2d6518,827522,14029
8/11/2227,13-AUG-13 12.00.00.000000000 AM,Arizbeth,f,Salas Tenorio,Tafaogalupe,0x2373bed00x46e77da0,346234,93724
10/21/1504,07-NOV-07 12.00.00.000000000 AM,Sander,f,Kvenvold,Neola Joan,0x10ada1bb0x215b4376,583913,133881
4/27/2683,30-JAN-01 12.00.00.000000000 AM,Seven,m,Ale,Earlynn,0x1aa9191f0x3552323e,635559,63010
11/6/2709,12-AUG-10 12.00.00.000000000 AM,Joshua,m,Mocino,Candy,0x25e2a37e0x4bc546fc,451938,49944
10/8/1439,24-MAR-13 12.00.00.000000000 AM,Ayri,n,Ndayambaje,Liseli,0x364efef80x6c9dfdf0,317392,41301
1/19/1236,03-SEP-11 12.00.00.000000000 AM,Dariel,m,Thygerson,Sofiene,0x1b4450850x3688a10a,982422,75174
8/26/1807,05-APR-97 12.00.00.000000000 AM,Embrielle,m,Ruud,Cadence,0xeaf6f5b0x1d5edeb6,515447,117308
6/19/1510,04-DEC-96 12.00.00.000000000 AM,Simson,m,Quintanar,Yulin,0x37e67ba80x6fccf750,675385,14042
10/18/2652,01-FEB-04 12.00.00.000000000 AM,Arisa,f,Ramos-Trujillo,Mycroft,0x104d66010x209acc02,622708,134286
10/8/1519,20-MAR-06 12.00.00.000000000 AM,Alanys,f,Wirthlin,Everly Grace,0x375a81fd0x6eb503fa,611355,30319
2/23/2791,07-FEB-95 12.00.00.000000000 AM,Dexyn,m,Watford,Mamaka Princess,0x336d66430x66dacc86,399441,87062
11/20/1934,10-DEC-01 12.00.00.000000000 AM,Stelio,f,Karr-Pope,LaRue,0xe8f8b330x1d1f1666,738828,128192
3/3/2835,04-SEP-96 12.00.00.000000000 AM,Gwendallyn,n,Teleni,Pulu,0x1e0c30b10x3c186162,485837,47840
9/20/2782,21-SEP-98 12.00.00.000000000 AM,Etneigh,n,Asim,Enrique,0xd94ff9b0x1b29ff36,235740,147505
4/16/2682,05-JAN-05 12.00.00.000000000 AM,Braedyn,f,Carbajal Castillo,Diamse,0x106525210x20ca4a42,290580,100822
11/16/1273,27-AUG-08 12.00.00.000000000 AM,Ronsen,f,Castillo Sandoval,Kaylee Feltus,0x1a76cb4e0x34ed969c,320367,48189
3/27/2939,29-JAN-16 12.00.00.000000000 AM,Jrasly,f,Fort,Soffe,0x219b21620x433642c4,650880,22089
8/12/1874,04-FEB-16 12.00.00.000000000 AM,Kenlee,n,Oyanadel,Yasin,0x2d49ed320x5a93da64,498978,86684
6/15/1453,30-OCT-93 12.00.00.000000000 AM,Talimailelagi,n,Aguayo Rivera,Diana McKinney,0x1f6224cf0x3ec4499e,176611021,52725
5/11/1754,05-JAN-17 12.00.00.000000000 AM,Myers,n,Laces Chavira,ReNee,0x1ed3319e0x3da6633c,595613,16344
11/8/1606,10-JAN-87 12.00.00.000000000 AM,Psylocke,f,Sundahl,Abril,0x1bedd7dc0x37dbafb8,736340,82002
2/2/2578,19-NOV-09 12.00.00.000000000 AM,Irie,m,Estevam,Malizia,0x1c2f294d0x385e529a,418450,66653
3/12/1484,09-SEP-98 12.00.00.000000000 AM,Cally,n,Pot,Kershaw,0x2b0ffd390x561ffa72,830716024,137022
6/15/2551,01-AUG-02 12.00.00.000000000 AM,Zahori,m,Gallegos Rubi,Lexi,0x264d84360x4c9b086c,524639501,91336
1/24/1879,31-AUG-05 12.00.00.000000000 AM,Mayan,m,Drakos,Yulin,0x1a0195230x34032a46,429518,131400
2/23/2784,14-NOV-94 12.00.00.000000000 AM,JamesLynn,n,Hammad,Kaid,0xa4ed2600x149da4c0,666699,31181
8/7/2373,22-AUG-06 12.00.00.000000000 AM,Tenzlie,m,Borunda,Call,0x1bc344aa0x37868954,900443858,3047
3/13/1892,28-APR-10 12.00.00.000000000 AM,Makalita,n,Lilly,Ryen,0x304f4dad0x609e9b5a,425203,38966
5/19/1583,08-SEP-00 12.00.00.000000000 AM,Hasty,f,Castle,Mauricio Chris,0x27ea1f1b0x4fd43e36,373065,109998
10/22/2806,05-JAN-06 12.00.00.000000000 AM,Taydom,n,Shaner-Seegmiller,Schwieder,0x2b84b65a0x57096cb4,267115,87078
9/11/2033,06-JAN-15 12.00.00.000000000 AM,Lumen,n,Landerman,Mable Marie,0x2e7fabea0x5cff57d4,79923505,119072
4/23/2431,10-AUG-08 12.00.00.000000000 AM,KayeLynne,f,Lagunas-Guadarrama,Kyanna,0x8140fbb0x10281f76,690110673,89851
1/9/2814,30-NOV-90 12.00.00.000000000 AM,Tana,n,Aafiyah,Marvin,0x3a895d070x7512ba0e,971904,66410
6/22/2569,03-JUL-04 12.00.00.000000000 AM,Akire,f,Tafuna,Lumbala,0x266e40b40x4cdc8168,864167,118078
5/7/2394,11-JUL-16 12.00.00.000000000 AM,Lia'i,f,Miskin,Marie Jane,0x3427e1c20x684fc384,275705,83308
10/24/2305,20-NOV-14 12.00.00.000000000 AM,Sicilly,f,Hensley,Mayom,0xdaf7fa70x1b5eff4e,689401,43376
8/25/2770,05-DEC-05 12.00.00.000000000 AM,Izaiyah,n,Jonson,Bash,0xe4cba1a0x1c997434,574173,47149
8/13/2755,26-SEP-12 12.00.00.000000000 AM,Indi,f,Gil Alcantara,Semisi,0x261bc9b90x4c379372,899821,104421
9/3/2238,09-MAY-06 12.00.00.000000000 AM,Losee,m,Saucedo,Hassan Abdelfattah Said,0x81cbd630x10397ac6,484417,55968
10/8/1858,01-MAR-93 12.00.00.000000000 AM,Jubal,n,McGlothin,MANUEL,0x3a428afb0x748515f6,925596907,71480
2/26/2884,11-APR-17 12.00.00.000000000 AM,Layan,n,Bettis,Wayne Amona,0x2a1791f50x542f23ea,321543,50376
5/1/2779,11-SEP-14 12.00.00.000000000 AM,Aurina,f,Colunga Garcia,Giana,0x953eef00x12a7dde0,795952,16183
5/10/2866,01-DEC-15 12.00.00.000000000 AM,Starlyng,n,Ayres,Olivia Jean,0x350c41a00x6a188340,340387,97296
5/1/2816,01-MAY-07 12.00.00.000000000 AM,Rkay,n,Neath,Jacob Jingleheimer,0xf14a9390x1e295272,743535,63248
8/9/1820,17-DEC-01 12.00.00.000000000 AM,Saviana,m,Hamill,Andrus,0x1ea49f720x3d493ee4,212952759,5251
3/25/1419,03-MAY-01 12.00.00.000000000 AM,Damen,n,Schone,Willem,0x38721c680x70e438d0,633293,50854
4/4/1794,01-SEP-96 12.00.00.000000000 AM,Kayla,n,Bertagnolli,Proctor,0x22bd2d570x457a5aae,388728,47500
5/7/1488,01-FEB-13 12.00.00.000000000 AM,Jettsyn,f,AL-robaie,Jo Marie,0x7ada59c0xf5b4b38,815335,15662
7/10/1587,01-JUN-96 12.00.00.000000000 AM,Krysslynn,m,Douthitt,Cesare,0x1b3a0e820x36741d04,625801866,17961
5/12/2680,15-MAR-95 12.00.00.000000000 AM,Thackery,m,Edgel,Oakeson,0x3106ad660x620d5acc,466349,121773
6/5/2070,15-APR-03 12.00.00.000000000 AM,Mary Evelyn,f,Cruz Ruiz,Daryl,0x21622a4c0x42c45498,901733,26494
7/14/1216,01-JAN-88 12.00.00.000000000 AM,Aldrin,m,Almazan Antunez,Sydney MaKayla,0x377b49ba0x6ef69374,721148,120139
11/20/2695,26-JUL-08 12.00.00.000000000 AM,Kameron,n,Palelei,Panha,0x1f5946150x3eb28c2a,542776,139521
9/2/1772,26-MAR-03 12.00.00.000000000 AM,Yisarelle,m,Canizal Nieto,Nicole Gayle,0x9ec1f120x13d83e24,484871,135865
2/7/1662,01-JAN-03 12.00.00.000000000 AM,Denali,f,Linan,Krey,0x15f6cb320x2bed9664,382233,129964
7/11/1862,05-SEP-07 12.00.00.000000000 AM,Baron,f,Priedeman,Nahomy,0x2614d2e90x4c29a5d2,869275,1214
1/13/2470,26-AUG-13 12.00.00.000000000 AM,Clair,n,Bolonkin,Clemont,0x23c95cda0x4792b9b4,976988,62408
3/11/2599,10-SEP-14 12.00.00.000000000 AM,Maquel,f,Marra,Adinay,0x2199c3370x4333866e,395572,76973
11/6/2094,16-AUG-04 12.00.00.000000000 AM,Tennison,n,Melero,Jumarson,0x290ae20a0x5215c414,975001,14472
7/19/1861,25-AUG-13 12.00.00.000000000 AM,Alastaire,f,Pruden,Riser,0x380fb45b0x701f68b6,890221,50900
3/8/2806,13-AUG-01 12.00.00.000000000 AM,Masina,m,Baxter-Graves,Tyler Scott,0x1814f21f0x3029e43e,908468,112573
10/5/2211,23-AUG-11 12.00.00.000000000 AM,Seivia,f,Rynders,Errebo,0x1b82f17d0x3705e2fa,763280,3705
5/12/1553,20-JAN-07 12.00.00.000000000 AM,Makynzlee,m,Chenina,Leloni,0x3513f7ef0x6a27efde,976076,54503
5/7/2939,07-AUG-14 12.00.00.000000000 AM,Tharushi,m,Herpin,Michon,0x285dddd80x50bbbbb0,789889,32174
6/23/1563,07-AUG-01 12.00.00.000000000 AM,Utah,n,Moreno Higuera,Gatluak,0x27a9de520x4f53bca4,607150,89987
1/13/1317,26-JUL-11 12.00.00.000000000 AM,Adrian,n,Elliott,Susana,0x2413771b0x4826ee36,343263,37008
7/9/1722,29-AUG-11 12.00.00.000000000 AM,Summit,f,Mueller,Agustina,0x7427d550xe84faaa,993966,31703
5/20/2591,29-AUG-05 12.00.00.000000000 AM,Arllie Lovelynne,m,O'lexey,Thalion,0xd49e7f80x1a93cff0,837333,144209
2/23/1874,04-SEP-04 12.00.00.000000000 AM,Ayeshea,f,Jakositz,Terrie-Anne,0x2260bf340x44c17e68,665215,121479
5/8/1901,19-AUG-02 12.00.00.000000000 AM,Posy,n,Guffey,Rockelle,0xbcd77e90x179aefd2,811204,98429
11/7/2746,13-AUG-08 12.00.00.000000000 AM,Vasili,n,Shaul,Vigo,0x2754f0fe0x4ea9e1fc,32081614,93898
8/7/2830,01-SEP-07 12.00.00.000000000 AM,Ridger,m,Voyles,Djani,0x26aff0ea0x4d5fe1d4,804809220,115003
11/22/2099,13-FEB-02 12.00.00.000000000 AM,Rayvin,m,Martinez Alvarado,Somatra,0x260470300x4c08e060,609110,90058
3/21/2964,25-DEC-07 12.00.00.000000000 AM,Avianca,m,Villa Sanchez,Naibi,0x2c237bba0x5846f774,857603,112943
7/7/1849,28-SEP-08 12.00.00.000000000 AM,Naylaa,m,Arnell,Kiyoshi,0x24ad1e490x495a3c92,439836662,106753
3/3/1982,15-MAR-98 12.00.00.000000000 AM,LinZee,f,Rodriguez-Tello,Valencia,0x7535efe0xea6bdfc,524785,57126
2/22/2113,21-AUG-11 12.00.00.000000000 AM,Timbre,n,Oder,Lelenoa,0x19417eb80x3282fd70,814953,98081
4/25/1624,12-JUL-13 12.00.00.000000000 AM,Jamis,f,Zuniga Ballestero,Gesualdo,0x376d236d0x6eda46da,403467,107173
6/20/2813,03-FEB-17 12.00.00.000000000 AM,Zelixx,n,Jeppsen,Sia,0x1ae107fb0x35c20ff6,984817,37576
6/12/1413,13-OCT-14 12.00.00.000000000 AM,Alessandro,m,Ortiz-Baldarrago,Eshal,0x318204f00x630409e0,458447,148056
10/9/2027,25-SEP-15 12.00.00.000000000 AM,Careith,n,Wiscovitch,Arben Dennis,0xd8fe9e80x1b1fd3d0,644103,105892
7/10/1413,21-FEB-17 12.00.00.000000000 AM,Raynie,f,Santiesteban Cruz,Munana,0x39e317d10x73c62fa2,975477,9051
5/16/1377,07-SEP-05 12.00.00.000000000 AM,Memory,n,Bollinger,Dayomi,0x13a97a620x2752f4c4,585888,52852
10/8/2531,03-DEC-02 12.00.00.000000000 AM,Angelella,n,Perez Delgadillo,Johnathan,0x28d10aa00x51a21540,318327,97226
6/11/2896,25-OCT-02 12.00.00.000000000 AM,Berlyn,m,Rae,Iyla,0x29f06e650x53e0dcca,433703,135141
5/10/2038,25-JUL-01 12.00.00.000000000 AM,Jei,m,Kozlova,Zoey,0x1edcb7820x3db96f04,786251,149838
9/6/1640,09-MAY-06 12.00.00.000000000 AM,Falencio,f,Nunez,Saud,0xb120e3f0x16241c7e,344552,138488
4/10/2818,09-MAR-04 12.00.00.000000000 AM,Gwenna,m,Wakde,Annlynn,0x28dc03c90x51b80792,957232,100425
4/20/1594,04-JUL-07 12.00.00.000000000 AM,Cruize,m,Steffan,Isley,0x31c08fcc0x63811f98,905390,9391
6/7/1946,01-AUG-11 12.00.00.000000000 AM,Larue,f,Teran Carrasco,Rone,0x167f22550x2cfe44aa,971186,142393
2/24/2088,11-FEB-14 12.00.00.000000000 AM,Dah,f,Corona Perez,Ben,0x23621ed20x46c43da4,388350,40002
5/17/2497,01-APR-03 12.00.00.000000000 AM,Alyanah,f,Reyna-Aagard,Jacquelyn,0xc0888ed0x181111da,503878,13480
6/4/2687,15-NOV-00 12.00.00.000000000 AM,Katarina,m,Alvarezosuna Beltran,Anneli,0x26a0288d0x4d40511a,933983,1834
10/24/2802,08-DEC-14 12.00.00.000000000 AM,Kamren,m,Thygerson,Buzz,0x36025a510x6c04b4a2,451920,85753
5/7/2537,26-SEP-06 12.00.00.000000000 AM,CeCe,n,Kahng,Zayloni,0x3b10085f0x762010be,385939,11902
8/21/1634,07-MAR-05 12.00.00.000000000 AM,Halle,f,Lander,Herculano,0x1f7ec1840x3efd8308,912582,59217
10/15/1281,24-FEB-97 12.00.00.000000000 AM,Weston,m,Wardell,Vasiligevich,0x2e8c228e0x5d18451c,254792,111702
9/5/2280,17-MAR-15 12.00.00.000000000 AM,Eliam,m,Sloper,Tara-Lynn,0x11f75b020x23eeb604,259785,40070
2/16/2366,10-MAY-05 12.00.00.000000000 AM,Nixyn,f,La Forge,Kelce,0x32a40de80x65481bd0,575579,112759
10/4/2297,17-MAR-10 12.00.00.000000000 AM,Teysa,n,Domenici,Keahi,0x300899620x601132c4,664954,94205
6/23/1444,26-JUL-05 12.00.00.000000000 AM,Maddelyn,m,Solano Castruita,Choesang,0x1d9d43120x3b3a8624,576970,50839
7/18/1971,18-AUG-03 12.00.00.000000000 AM,Ashlie Rachel,n,Hattori,Sharaye,0x7eb492a0xfd69254,391688,130351
6/12/2195,06-JUN-89 12.00.00.000000000 AM,Elli,m,Gianoli-Husbands,Ashlind,0xd6a87180x1ad50e30,630779,3686
4/24/1911,03-MAR-13 12.00.00.000000000 AM,Clifton,f,Rhead,Torie,0x35624a660x6ac494cc,738699848,25474
1/5/1497,25-FEB-02 12.00.00.000000000 AM,Kalisa,f,Ropp,Akah-Toovweep,0x3858f2240x70b1e448,644076,80912
8/26/1366,30-JUL-93 12.00.00.000000000 AM,Jackselyn,f,Braun,Addison-Lee,0x31062bf90x620c57f2,481658,30203
8/17/1799,15-AUG-17 12.00.00.000000000 AM,Ryli,f,Cruz Cortes,Micaella,0x8d5487e0x11aa90fc,285447,69091
1/3/1539,02-SEP-10 12.00.00.000000000 AM,Janette,n,Placencia,Jaycee,0x2b5647960x56ac8f2c,399144,21699
9/13/1961,20-DEC-16 12.00.00.000000000 AM,Uitilafi,f,Creer,LaVerne,0x39d685340x73ad0a68,477293,72745
10/2/2096,24-OCT-01 12.00.00.000000000 AM,Bounfa,n,Yellapragada,Cesare,0x13e8e5a70x27d1cb4e,446870,18105
4/8/2446,01-OCT-91 12.00.00.000000000 AM,Kaysia,n,O'Loughlin,Auane 'igalomeatiga,0x9cc7f920x1398ff24,482222809,57836
4/15/1820,17-MAR-92 12.00.00.000000000 AM,Aggison,f,McCarrel,Craig Ludwig,0x27e1ed7d0x4fc3dafa,935701,114326
4/6/2747,30-DEC-91 12.00.00.000000000 AM,Lynnlee,n,Ascione,Murdock,0x2dd089030x5ba11206,274233720,35255
5/27/2755,13-MAY-15 12.00.00.000000000 AM,Shay,m,Zuniga Pimentel,Nikesh,0x265920af0x4cb2415e,383077,133754
9/2/2661,30-MAR-96 12.00.00.000000000 AM,Vianney,n,Kleiman,Carol-Ann,0x2ab9b76c0x55736ed8,585137740,45259
6/12/1724,31-JAN-08 12.00.00.000000000 AM,Avram,n,Sjoblom,Simone,0x39a062420x7340c484,819053,64271
8/17/2167,13-OCT-14 12.00.00.000000000 AM,Roiell,n,Roper,Esmeralda Ira,0x2e3ccadd0x5c7995ba,853112,11034
10/19/1292,07-JUN-12 12.00.00.000000000 AM,Shadow,n,Thayne,Feye,0x203204d30x406409a6,471223,142366
2/11/1573,24-MAR-04 12.00.00.000000000 AM,Sumeyah,n,Aburto Acevedo,Anses,0x2adb184c0x55b63098,696763,74179
10/14/1877,03-JUL-06 12.00.00.000000000 AM,Daynite,f,Zepeda Lacayo,Jurgen,0x2a8919800x55123300,506434,134358
9/6/1267,06-JAN-14 12.00.00.000000000 AM,Vira,m,Gillins,Lynn Brandon,0xbca244d0x1794489a,985598,132954
10/12/2249,01-MAY-08 12.00.00.000000000 AM,Stormi,f,Cogburn,Manuata,0x920bc630x124178c6,475678,91665
9/10/1339,20-AUG-15 12.00.00.000000000 AM,Belal,n,Deardeuff,Olemaopuoletuiaana,0x1b3374eb0x3666e9d6,456617,10421
2/9/1739,15-SEP-00 12.00.00.000000000 AM,Jeycce,f,Vatikani,Whetu,0x1752ab1f0x2ea5563e,490723,95651
8/19/1492,11-SEP-98 12.00.00.000000000 AM,Rosaleah,n,Mauia,Kafo'atu,0x9f9eaca0x13f3d594,253804501,95297
11/8/1545,01-NOV-00 12.00.00.000000000 AM,Daxlyan,m,Barkley,Maikanani-Keleana,0x7b642960xf6c852c,452124,140440
1/23/2026,29-APR-89 12.00.00.000000000 AM,Immanuel,f,Nunez Chavez,Pam,0xd42f0530x1a85e0a6,357224,3548
5/21/1652,03-DEC-12 12.00.00.000000000 AM,Zaydone,f,Jones Trujillo,Ransom,0x204ef9e50x409df3ca,613714848,83836
3/22/2922,06-AUG-04 12.00.00.000000000 AM,Suri,f,Staves,Kian,0x30ebc4950x61d7892a,461609,139525
7/18/2305,30-SEP-04 12.00.00.000000000 AM,Rangely,m,Segarra,Dalas,0xb9628b30x172c5166,649263,57888
6/13/1538,18-OCT-04 12.00.00.000000000 AM,Vivyan,f,Ellsworth,Koka,0x29eb68160x53d6d02c,562719,6609
9/21/2573,01-MAY-94 12.00.00.000000000 AM,Tien,n,Daniels-Aleman,Uriel,0x3aab2f9d0x75565f3a,866286,115796
4/9/2394,23-SEP-03 12.00.00.000000000 AM,Aardon,n,Brindley,Amara-Rio,0x18005a8f0x3000b51e,490312,28997
5/11/2528,01-JUL-98 12.00.00.000000000 AM,Avari,m,Arrington,Strauss,0x197bd17c0x32f7a2f8,905742407,94046
5/3/2717,05-JUL-94 12.00.00.000000000 AM,Linda Marie,f,Guinn,Yellowman,0x113e2a130x227c5426,519141,21900
9/22/2786,30-SEP-98 12.00.00.000000000 AM,Tenlee,n,Rumel,Uvaldo,0x195f7b210x32bef642,719897,46330
2/3/1364,01-AUG-02 12.00.00.000000000 AM,Yosselyn,m,Leander-Homer,Caroline,0x287b1e420x50f63c84,853874,91832
10/11/2070,11-DEC-13 12.00.00.000000000 AM,Fealina,m,Sutton,Lauraina Annestesia,0xdd0489d0x1ba0913a,861731,66899
6/25/1731,31-JUL-97 12.00.00.000000000 AM,Sivik,f,Rua-Fernandez,Wyatt Curtis,0x3a5f2e830x74be5d06,682170,27257
7/14/1451,01-MAY-08 12.00.00.000000000 AM,AnaLee,n,Brantner,Vannia,0x252c34460x4a58688c,719140,42012
4/20/2503,07-FEB-06 12.00.00.000000000 AM,Nikelle,f,Tuiaki,De Oliveira,0x30409eb30x60813d66,548227,134907
7/6/1777,30-DEC-91 12.00.00.000000000 AM,Code,n,Inkley,Ellias,0x366830920x6cd06124,542534,42792
10/11/2795,15-NOV-04 12.00.00.000000000 AM,Clio,n,Luwa,Johnson,0x1b6ea31f0x36dd463e,773593,98732
10/26/1200,03-SEP-08 12.00.00.000000000 AM,Asher-Kohen,m,Uribe,Navii,0x2f49c2570x5e9384ae,236989,42595
4/9/2994,26-AUG-99 12.00.00.000000000 AM,Payton,f,Post,Karter,0x1e6ab74c0x3cd56e98,461804,76718
11/9/1207,28-FEB-96 12.00.00.000000000 AM,Indy,n,Estrada Cortez,Stephen Antonio,0x2f8dd9970x5f1bb32e,135554708,13416
1/22/1218,25-NOV-99 12.00.00.000000000 AM,Hutson,m,Partner,Kyler,0x336298830x66c53106,743461,90297
6/14/2675,27-JUL-01 12.00.00.000000000 AM,Lerald,m,Castro Pachiarotti,Madyson,0x21402c0d0x4280581a,521715,148541
1/5/2770,23-JUL-96 12.00.00.000000000 AM,Dexel,n,Horst,Yoshua,0x25d77b150x4baef62a,798230211,50979
2/12/1470,05-MAY-95 12.00.00.000000000 AM,Kendricks,m,Vuna,EP Edward,0x2b7527ea0x56ea4fd4,495682318,1511
4/24/1684,08-AUG-17 12.00.00.000000000 AM,Hawklin,n,Arriola-Pacheco,Yikai,0xbcc4c680x179898d0,322746776,31411
7/3/2179,18-SEP-02 12.00.00.000000000 AM,Amathyst,f,Verma Garcia,Mele louniukava,0x1ad6c1b90x35ad8372,949385,143116
8/25/1455,10-OCT-05 12.00.00.000000000 AM,Dasin,f,Scisum,Angeles,0x372042ec0x6e4085d8,953458,137107
11/8/2226,07-JAN-03 12.00.00.000000000 AM,Hazyl,m,Battersby,Jenavieve,0x39b42b490x73685692,845379,68882
11/11/2615,07-SEP-10 12.00.00.000000000 AM,Horatio,f,Lockyear,Beau Araki,0x3319a4210x66334842,259233,130582
9/1/1522,31-JAN-11 12.00.00.000000000 AM,Bena,n,Cendejas Villa,Tuf,0x104e464c0x209c8c98,272136,114187
